,business_id,state,postal_code,is_open,categories
32,e1tqT4QNOUqDiOvmaIcxfQ,NC,28217,1,"Active Life, Summer Camps, Personal Chefs, Venues & Event Spaces, Cooking Schools, Event Planning & Services, Shopping, Specialty Schools, Cooking Classes, Restaurants, Party & Event Planning, Education, Caterers, Breakfast & Brunch, Arts & Crafts"
33,VBVqHnViRLSYAqP7v8iNNQ,AZ,85255,1,"Mexican, Restaurants, Food, Salad, Desserts"
34,Yr_w9lakJrKMyEG_hI6zbA,NV,89103,1,"Pizza, Salad, Burgers, Restaurants"
35,F7E3qP0oz_SuVGZGL0D8Zw,NV,89109,0,"Italian, Restaurants"
36,rzd_2GJpkvHPejEwJ-IKHg,OH,44135,0,"Diners, American (Traditional), Restaurants"
37,PlP0c_u3g-3LiWHpb2XnOQ,SC,29715,1,"Restaurants, Sushi Bars, Chinese"
38,YHWjW9GLcuNtnh_xdCSOeA,AZ,85204,0,"Pizza, Restaurants"
39,8k8cMmMcuj5h85mMLMoj2w,NC,28056,1,"Barbeque, Southern, Restaurants, American (Traditional)"
40,GvCblda5MdYBqNFBUlHuyg,PA,15106,1,"Restaurants, Cafes"
41,sm5Sl7z9Kx1yXExrdGuZ7g,PA,15205,0,"Buffets, Restaurants"
42,lTKr5J4nqepyOpOw8auErA,AZ,85202,0,"Specialty Food, Vietnamese, Food, Restaurants, Ethnic Food, Asian Fusion"
43,wU3wVPC2RQLS_zW-pe83tw,OH,44241,1,"Nightlife, American (New), Bars, Restaurants"
44,AN0bWhisCf6LN9eHZ7DQ3w,NV,89121,1,"Restaurants, Italian"
45,goar7zF4G0LdsQ1Y4KS3Iw,PA,15216,1,"Caterers, Event Planning & Services, Restaurants, Barbeque"
46,AtD6B83S4Mbmq0t7iDnUVA,NV,89146,1,"Restaurants, Specialty Food, Japanese, Sushi Bars, Dim Sum, Vegetarian, Food, Ramen, Chinese, Vegan"
47,MyiqKhZd8N08q9qilxRcPQ,NC,28031,0,"Food, Bakeries, Restaurants, Pizza"
48,ypILNgy7QFskKAdcPKB2RQ,SC,29732,1,"Restaurants, Fast Food, Chicken Shop, Chicken Wings"
49,2nbibYLTR96Nr2nk-1spdw,AZ,85006,1,"Restaurants, Fast Food, Chicken Wings, Chicken Shop, Breakfast & Brunch"
50,W-5cdzVAeRv0EtAeed4tqw,AZ,85020,0,"Hot Dogs, Fast Food, Restaurants, Middle Eastern"
51,-LfTBo0oa_uD454ScEW2XA,IL,61820,0,"Restaurants, Diners, Sandwiches, Breakfast & Brunch, American (Traditional)"
52,bjqwzEr9fU1keOcJFOZqWA,NV,89102,1,"Local Flavor, Restaurants, Food Stands, Street Vendors, Food, Arts & Entertainment, Festivals, Performing Arts"
53,GDf1SI_SnW93_lJN__egrQ,PA,15106,0,"Breakfast & Brunch, Burgers, Restaurants, American (Traditional)"
54,CfwrsG76Wm4iLS22v_wAcg,OH,44130,1,"Restaurants, Coffee & Tea, Burgers, Fast Food, Food"
55,_V4CzzA7Z9h4qyLIdG-KUg,NC,28269,1,"Restaurants, Hot Dogs, Burgers, Fast Food"
56,LI-uxZLODzG5ccYIXDHCCQ,NV,89052,0,"Juice Bars & Smoothies, Restaurants, Sandwiches, Food"
57,ebwM2pckHieHvK6h1scuBw,NC,28262,0,"Restaurants, Mediterranean, Halal, Cocktail Bars, Bars, Middle Eastern, Nightlife"
58,D-RQsQjEVI_w-KC7iDJd5Q,NC,28204,0,"Malaysian, Vegetarian, Restaurants, Sushi Bars, Asian Fusion"
59,grZ6FnfZoj1pQWElAQve3g,PA,15226,1,"Fast Food, Restaurants, Burgers"
60,UZ34XAw1GJ3chCOuKL69Mg,AZ,85284,1,"Mexican, Restaurants"
61,oUX2bYbqjqST-urKbOHG6w,NV,89139,1,"Sandwiches, Shaved Ice, Coffee & Tea, Desserts, Cafes, Themed Cafes, Shaved Snow, Food, Bubble Tea, Juice Bars & Smoothies, Restaurants"
62,FiW6w5nmhlUoJAyNofb4jg,NV,89139,1,"Coffee & Tea, Food Stands, Food, Restaurants, Juice Bars & Smoothies, Event Planning & Services, Caterers"
63,K4rLi2Mqz931v07nMSih5w,AZ,85251,1,"Fast Food, Restaurants, Mexican"
64,CU4LgHxH0EwXnPUmQsWFSQ,AZ,85282,1,"Fast Food, Chicken Shop, Restaurants, Chicken Wings, Breakfast & Brunch"
65,Q8bVGabFAYCHA9gi2q2YUA,NV,89052,0,"Delis, Restaurants"
66,Rtaca3VZIioxy6N006NKaQ,AZ,85204,1,"Food, Burgers, Ice Cream & Frozen Yogurt, Restaurants, Fast Food"
67,eCJDiRPoSuA0bsb7F1gNUA,AZ,85023,0,"Fast Food, Chinese, Szechuan, Asian Fusion, Restaurants"
68,UITPqkoDytnHT4kxaAyDeA,NC,28262,1,"Japanese, Restaurants"
69,ZsKWULhwwB61RHzCrb1i9A,NV,89119,1,"Restaurants, Mexican"
70,LZWXP-D4YPlzsFjVx6b9XA,NC,28277,0,"Indian, Restaurants"
71,UhgNf97gZW2gbMtVodBh9g,SC,29708,1,"Coffee & Tea, Specialty Food, Sandwiches, Coffee Roasteries, Restaurants, Food, Salad"
72,a_E-rLe2zcyX-X4FKhWWRg,AZ,85009,1,"Restaurants, Mexican"
73,_Kp1IPTi17wBywYOd30raA,PA,15108,1,"Restaurants, Pizza, Chicken Wings, Italian"
74,1YC7AbQMlNb5mLUlwwaa3w,PA,15232,0,"Pizza, Barbeque, Chicken Wings, Nightlife, Restaurants, Bars, Beer Bar"
75,1BQzXcXFxR6MlVIYmG93kw,WI,53703,0,"Spanish, Tapas Bars, Mediterranean, Restaurants, Tapas/Small Plates"
76,NFm869_w6cvVaWaNpAzjeA,NC,28205,1,"Restaurants, Tapas Bars, Gastropubs, Cocktail Bars, Lounges, Bars, Nightlife"
77,ccQhq9pSd_5wj1yMwiM7iA,AZ,85013,0,"Mexican, Restaurants"
78,lpQziF9QCVZQRkxac1xzcw,AZ,85013,1,"Restaurants, American (Traditional), Bars, Cocktail Bars, Arcades, Wine Bars, Nightlife, Arts & Entertainment"
79,JQWIZ8MT-VGZzO5W5XCB5Q,NC,28204,1,"Restaurants, Chinese"
80,4GNI7HWuzQkkPmPsgHxOtw,AZ,85205,1,"Pizza, Restaurants, Sandwiches, Burgers"
81,owV0aSgh4t_9aG56iPxGEw,OH,44129,1,"Chinese, Fast Food, Restaurants"
82,J7fekWie4ZwR03AZVBisFw,NC,28273,1,"Salad, Breakfast & Brunch, Caterers, American (New), Cafes, Restaurants, Chicken Wings, Event Planning & Services"
83,c1JoHp602zilpDU_57DsMg,NV,89119,1,"Restaurants, Cafes, Food, Internet Cafes, Coffee & Tea"
84,Hgy5MrIKrwRJDXnwKaCpbA,AZ,85018,1,"Restaurants, Mexican"
85,R32Yh0XxxanldkIp11fuRg,IL,61821,1,"Hot Dogs, Restaurants, Barbeque"
86,vPWvyl9gxmuOIXDBL6lSpw,NV,89158,0,"Bars, American (New), Restaurants, Nightlife"
87,Iq1P8S3--gqd50xoQJxpqA,WI,53705,1,"Gluten-Free, Specialty Food, Fruits & Veggies, Restaurants, Food, Fast Food, Juice Bars & Smoothies, Vegan"
88,tpB9UQNi4xaec7jdZqh9cg,NC,28207,0,"Restaurants, Pizza, Food, Desserts"
89,5gl2GLgimBz1-Q-uXji_Rw,NC,28273,1,"Chicken Wings, Pizza, Food Delivery Services, Italian, Restaurants, Food"
90,crBw_Hq3gCkppirgjnIl4A,WI,53589,1,"Restaurants, Pizza"
91,wRFVfqbMZYsApIIiKn7DcQ,AZ,85202,0,"Restaurants, Mexican, Buffets"
92,xPuId11JJs0uy-QuPfifOw,NV,89169,1,"American (New), Restaurants"
93,Ra5fI9BEAuWWaLJSfkiCiQ,OH,44145,1,"Mediterranean, Salad, Seafood, American (New), Asian Fusion, American (Traditional), Restaurants"
94,bV_xC1dzOhN_y4YEd4h02g,NV,89015,1,"Nightlife, Pubs, Bars, American (New), Sports Bars, Restaurants"
95,nV0DXQHOZ-5ebM3-J8O-kw,NC,28269,0,"Delis, Restaurants, Pizza"
96,wiPtQK7_QAkUUMQtyiaUNg,NC,28216,0,"Breakfast & Brunch, Restaurants, Cajun/Creole, American (New)"
97,vsGoYMRvBYss3x9fn-jDzQ,NC,28270,1,"Sports Bars, Nightlife, Beer, Wine & Spirits, Food, American (Traditional), Bars, Restaurants, American (New)"
98,qC9ivAdl47BcZdlbW7ffLg,NC,28277,1,"Restaurants, Asian Fusion, Sushi Bars"
99,y-0Twdg0sIhrh7BFJii8LA,PA,15222,1,"Arts & Entertainment, Social Clubs, Signature Cuisine, Restaurants"
100,TP6hgLCNGkqjFne9nCfaiA,AZ,85251,0,"American (New), Restaurants, Italian"
101,JOtv0NcBkvd9RO_D9cM3Qg,OH,44145,1,"Restaurants, Cafes, Bakeries, Desserts, Hookah Bars, Food, Nightlife, Bars"
102,YOD9dXrnpu8HTRILpF0onw,AZ,85024,1,"Italian, Restaurants"
103,-QC71Wuh0TyJI0RAZ3d0Iw,NC,28056,1,"Mexican, Restaurants, Fast Food"
104,ErxACeMyF4hSQyGhpEt4Tw,OH,44124,1,"Restaurants, Thai"
105,SqoscicPMzL5mJC5JNaD0w,PA,15224,0,"Tapas Bars, Gluten-Free, Restaurants, American (Traditional), American (New), Soul Food, African"
106,WUmosjOxt_8nWByHgm8Kkg,AZ,85226,1,"Restaurants, Tex-Mex, Mexican, Fast Food"
107,6AYMdVnWkFWTk1uEHGUmZg,AZ,85008,0,"Mexican, Restaurants"
108,cPNolx5Ae2znDZNA7GG5BQ,OH,44241,1,"Pizza, Restaurants"
109,tZEW8ESjrVmNGXvPnrR97w,NV,89102,0,"Asian Fusion, Restaurants, Chinese"
110,XSY26vVt9qvLh3SAECPzkg,NC,28078,1,"Fondue, Restaurants"
111,THOZYeKWKyW_-6U30E1b5w,NV,89108,0,"Food Delivery Services, Restaurants, Food, Pizza"
112,CdpBVSkL2Pljj-yP0ihb_w,AZ,85392,1,"Restaurants, Thai"
113,q3YnYPjLuBGRDi_59yTC5g,NV,89117,1,"Vietnamese, Restaurants, American (Traditional)"
114,sAEFh7e7fY-W2gMWSbIAWQ,AZ,85254,1,"Cafes, Restaurants, Sandwiches, Salad, Juice Bars & Smoothies, Vegetarian, Wraps, Food"
115,7LzhLKAwS7PHUvaPIW833A,OH,44126,1,"Italian, Pizza, Restaurants, American (Traditional)"
116,FoZQW4WpXAEOOVZ9MepnZA,NC,28277,1,"Food, Restaurants, Vegetarian, Desserts, American (Traditional)"
117,_8I19IRzDXmMSRES9cEGlw,AZ,85339,1,"Restaurants, Pizza, Fast Food"
118,mBzL2_AKRD5TFQwMA6Itdg,AZ,85345,0,"Restaurants, American (New), Cafes"
119,-iPc_YSSqvM1CpZxxeUTXw,AZ,85226,1,"Sandwiches, Salad, Restaurants, Event Planning & Services, Caterers, Delis"
120,keOzwoc28Iac5mA8FD93uA,PA,15226,0,"Restaurants, Soul Food, Barbeque"
121,ijNQXC2cBhbkf6iB6D8OJw,PA,15222,1,"Food, Restaurants, Bars, Nightlife, Italian, Pizza, Food Delivery Services"
122,xOcJHzV3X0lKHN9LcBpvqw,AZ,85015,1,"Restaurants, Delis, Cafes"
123,oaqbLDW3wNqkynlnp4mvlw,NV,89119,1,"Italian, Restaurants"
124,i2PbfQCPE_MQ4tYERaBoyA,AZ,85281,0,"Middle Eastern, Restaurants"
125,wNgzPOtnHE1prmh3bzWR1g,NC,28269,1,"Chinese, Restaurants"
126,QHmEacOnCyn7VaK1S5V4lQ,NC,28210,1,"Cafes, Restaurants"
127,f1L-fI_wM5aH7_YG7WcUaA,NV,89146,1,"Fast Food, Restaurants"
128,ITc7sL3YYxHoQYoPNNH_GA,AZ,85258,1,"Restaurants, Food, Gelato, Pizza, Ice Cream & Frozen Yogurt, Sandwiches, Shaved Ice, Salad"
129,nvh-zGYHKwIUiPTgwhIScA,NV,89115,1,"American (New), Restaurants, Food, Tex-Mex, Tacos, Mexican, Fast Food"
130,Wsb_rH2xNmMOdmzyb7eB7w,AZ,85003,1,"Mediterranean, Pizza, Greek, Breakfast & Brunch, Caterers, Restaurants, Event Planning & Services"
131,wERcL1KznuTgfltSKQt_jg,AZ,85014,1,"American (Traditional), Nightlife, Restaurants, Sports Bars, Bars"
132,G79PyDm3hVivIX69Q2mXIQ,OH,44122,1,"American (New), Restaurants"
133,LTPcaw-_IqOfTSDxe8811A,PA,15234,0,"Restaurants, American (New), Pizza"
134,3nzK3K-Dfo1L6mpB8FTKkw,AZ,85034,1,"Japanese, Restaurants, Asian Fusion, Chinese"
135,7-OCdlOQQCHAqYDI_elK6Q,WI,53597,0,"Pizza, Restaurants"
136,MM572Htt9k_e96IKNyCEtA,AZ,85054,1,"Restaurants, Comfort Food, Nightlife, Mexican, American (Traditional), African, Breakfast & Brunch, Hotel bar, Bars"
137,G1lB2bUf1MT1FZT8TBy62g,NV,89156,1,"Mexican, Restaurants"
138,nUxFpHdZ1TgHEuxSWkQ-OQ,NC,28052,0,"American (New), Mediterranean, Nightlife, Music Venues, Restaurants, Arts & Entertainment"
139,v3kXkK9ga8jfgetr0Hb5Eg,OH,44095,1,"Restaurants, Coffee & Tea, Burgers, Food, Fast Food"
140,7HbKKqXtZUjf6uVSHZ8wyw,NC,28203,1,"Restaurants, Barbeque, Korean, Buffets"
141,Vd9XJZ6A9PXS8S8hDPByHQ,AZ,85204,1,"Pizza, Restaurants, Chicken Wings, Buffets"
142,T0NKethAB-FFR05EeZCzuA,NV,89149,1,"Burgers, Fast Food, Restaurants"
143,DloBjCZHlz0lzsrQJq5PHQ,NV,89101,1,"Caterers, Specialty Food, Event Planning & Services, American (New), Food Trucks, American (Traditional), Restaurants, Food"
144,g2Y2lnMmnOouvivEie9myw,AZ,85210,1,"American (Traditional), Restaurants, Comfort Food, Fast Food, Chicken Shop, Breakfast & Brunch, Chicken Wings"
145,se0gRg5L3gggUfUPOaKsmA,SC,29715,0,"Barbeque, Nightlife, Bars, Restaurants, American (Traditional), Sports Bars"
146,zunMkZ4U2eVojempQtLngg,AZ,85308,0,"Australian, Restaurants, Sports Bars, Bars, Sandwiches, Burgers, Nightlife"
147,Vu8Z-zbNT_InsKm4IrdeCg,NC,28211,1,"Restaurants, Burgers"
148,sphMzEIqY1I2Dzv3zLZY2g,NC,28134,1,"Mediterranean, Nightlife, Restaurants, Lounges, American (New), French, Bars, Desserts, Steakhouses, Food"
149,AS5SU_cEwM-IqmkF7USdQg,NV,89123,0,"Food, Asian Fusion, Restaurants"
150,HtIDJhLEUUmIyOGsBEs1Rg,AZ,85233,0,"Fast Food, Restaurants, Burgers"
151,6pGzbQQwGdqKbXGdaTNy5A,NV,89086,1,"Fast Food, Salad, Restaurants, Burgers"
152,DEtOIjhV0MWZ8fD8-YZCww,AZ,85204,1,"Shopping, Bakeries, Food, Arts & Crafts, Restaurants, Cooking Classes, Specialty Food, Health Markets"
153,00J65e-ewht6GZ9fXZdP1w,OH,44035,1,"Italian, Chicken Wings, Restaurants, Pizza"
154,crOZthKtsABnH_nvy0w6YA,NC,28206,1,"Caterers, Caribbean, Desserts, Food, Event Planning & Services, Restaurants, Specialty Food, Seafood"
155,EMmCHg3Fgk9jZrHVB8OJXw,OH,44122,1,"Food, Restaurants, Bakeries, Delis"
156,eOZiSu4_EuGf3Tha_lmUwQ,OH,44212,1,"American (New), Restaurants, Salad"
157,aSn4fgpq-3FDfvVG2bjv3A,NV,89146,1,"Fast Food, Chicken Wings, Chicken Shop, Restaurants, Burgers"
158,S9RoY_Smsh0a2JPo90bkdg,AZ,85254,1,"Burgers, Restaurants, Sandwiches, Salad, Breakfast & Brunch"
159,tVyLQzyhhinKcGzlZIFZjQ,AZ,85286,1,"Restaurants, Pizza, Italian"
160,iiOpaR1Am7svS0SF_eBoOQ,NC,28104,1,"Food, Desserts, Restaurants, Italian, Pizza"
161,Vrx9GRXkG3u95E07QBwj-Q,NC,28027,1,"Restaurants, Chicken Wings"
162,p-J9iJgeHmPGk2jFAM0WnA,NC,28277,0,"Indian, Restaurants"
163,JGbQOdAAqxEKlyJy07omuw,AZ,85225,1,"Pizza, Nail Salons, Beauty & Spas, Hair Salons, Restaurants, Cafes, Coffee & Tea, Food"
164,kUntNQ5P9IrRzEoHdRxV-w,NV,89149,0,"Restaurants, Pizza"
165,kUPlKgW6OLRw8_rrYtBV3A,NC,28105,1,"Pubs, Bars, Wine Bars, Breweries, Food, Nightlife, Beer Bar, American (Traditional), Restaurants"
166,A_eOsa1xKsOzN-3cZ8Tohw,AZ,85268,0,"American (New), Food, Restaurants"
167,FHCNPBORRJ6gvNf3xBtnBA,NC,28202,1,"Fast Food, Delis, Sandwiches, Restaurants"
168,t4mKn6nx7rdzLtlKb4EMXg,AZ,85225,0,"Restaurants, Sushi Bars"
169,_WsGlZnbXBdPcs0qM2Qm7w,PA,15221,0,"Restaurants, Barbeque, Burgers, Bars, Pubs, Nightlife"
170,du9_QFb75sxzKnLLQwSkMw,AZ,85022,1,"Fast Food, Restaurants, Food, American (New), Burgers"
171,Dz5cc8BKyHc_8pUTxbCXkA,OH,44060,1,"Fast Food, Chicken Wings, Chicken Shop, Restaurants"
172,FAhFnSJn9owENi61iI8jwQ,PA,15233,1,"Cocktail Bars, Pubs, Restaurants, American (New), Bars, Nightlife"
173,SUaEbsKFSo33idJzQ9Dfjw,NC,28036,1,"Restaurants, Wine Bars, Tapas/Small Plates, Beer, Wine & Spirits, Food, Nightlife, Bars"
174,Yq0LCrGLjJtKcwBu1Nta6w,PA,15143,1,"American (Traditional), Restaurants, Food, Nightlife, Bars, Beer, Wine & Spirits, Beer Bar"
175,DcLdC--ZeKmBg2Dpe4dkjw,OH,44144,0,"Cajun/Creole, Restaurants"
176,IBNWrN1k9E0E_bMcRD-GwA,NV,89146,1,"Szechuan, Restaurants, Chinese, Taiwanese"
177,pUUb-AOxcwHJutHnsHwPsg,AZ,85251,1,"Food, Juice Bars & Smoothies, Vegan, Vegetarian, Restaurants"
178,NtfAbj7MSj5IOhAsGM0-5w,AZ,85257,1,"Bagels, Food, Restaurants, Delis, Sandwiches"
179,p8HvhJZ-_EHhmUVmZN15gg,NV,89123,1,"Restaurants, Cafes, Sandwiches, Soup, Salad, American (New)"
180,37XExTruLjOLqnTERYy8aw,NC,28246,0,"Food, Japanese, Restaurants, Specialty Food, Ethnic Food"
181,isao1F5FW5kvQl402UlJ3g,OH,44035,1,"Pizza, Restaurants"
182,fhTTP5HRqOzmFw-31Qe7QA,OH,44121,0,"Seafood, Pizza, Restaurants, Bars, Nightlife, Pet Stores, Pubs, Pets, Food, Beer, Wine & Spirits"
183,xzR3J-4vpt6K4ZHr8nQLCA,PA,15203,1,"Bars, Beer Bar, Chicken Wings, Nightlife, Restaurants"
184,c7JoAt6a3Ufkpn3TrGU23A,AZ,85009,1,"Mexican, Restaurants"
185,TspQ9jCczz436RiJHJQYZw,NV,89119,1,"Restaurants, Mediterranean"
186,G5YM5jbCTAFE2IDGNRjYnQ,NV,89103,1,"Food, Grocery, Fruits & Veggies, Restaurants, Mexican, Butcher, Specialty Food"
187,x1Cd2gSPZVeNxDPzzqlClQ,WI,53532,1,"Pizza, Restaurants, Automotive, Gas Stations, Convenience Stores, Food"
188,Cy46zHlSVkCGZRpaHwlkVA,AZ,85281,1,"Hookah Bars, Bars, Nightlife, Lounges, Restaurants, Cafes, Middle Eastern"
189,JSz1qbGm3FHgh-DJqqS_dA,NV,89119,1,"American (New), Restaurants"
190,AVsZE_gMkuBmRLRiqmPqJQ,AZ,85004,1,"Restaurants, Coffee & Tea, Cafes, Food"
191,I6Xa5eF9Jv9VM6ms_dkY8A,NC,28210,1,"Bars, Restaurants, Nightlife, Mediterranean, Greek"
192,b1m_PK-ggGR3CmBjdIyqkQ,AZ,85016,1,"Restaurants, American (New), Breakfast & Brunch"
193,67ebdi7bAH6YDfnNHL8xYw,AZ,85339,1,"Beer, Wine & Spirits, Food, Southern, Chicken Wings, Hot Dogs, Restaurants, American (Traditional), Sandwiches, Burgers"
194,TSReAmFxNVCZggcx49Gf3A,AZ,85281,1,"Fast Food, Restaurants, Burgers"
195,lPljcKGwLlcwkLT5cl0yDg,PA,15219,0,"Restaurants, Breakfast & Brunch, Sandwiches, Bagels, Food"
196,KJ6DuC0Jve9hAtzM2SGNOQ,NV,89110,1,"Restaurants, Mexican"
197,COnqdubhr87gCDJjPGwT6A,WI,53562,1,"Mediterranean, Restaurants"
198,eyOiUX4YWj0rocM4II2U7w,AZ,85042,0,"Restaurants, Steakhouses"
199,PrFfdw7WuGAnrkyAIzX65g,NV,89141,1,"Restaurants, Soup, Sandwiches, Fast Food"
200,eWVgtAQ3Z-bFRBat8nICLg,AZ,85207,1,"American (New), Restaurants"
201,niqIaJy9UXu-DS7BIUvUoA,AZ,85029,1,"Restaurants, Food Delivery Services, Food, Sandwiches, Pizza, Chicken Wings"
202,7vWb1Afpm2arr8NCaE_EyQ,NV,89101,0,"American (Traditional), Restaurants, Convenience Stores, Food"
203,MNaPOkqm2vKeNG8EqkZWCg,NV,89101,1,"Sandwiches, Italian, Restaurants, Seafood"
204,62HlThvB9Rm2QFu_OdXe7w,AZ,85006,0,"Vietnamese, Restaurants"
205,bwmO8teAlvjmuIDxhPb44g,NV,89146,1,"Mexican, Restaurants"
206,4Vig7oCo9P-j2OnPUfaXCA,IL,61801,1,"Pizza, Restaurants"
207,j8j0IV_eemJpFuRRvdNobQ,AZ,85034,1,"Restaurants, Cafes"
208,KNm74uAtWpemDnlBLkiU-Q,AZ,85251,0,"Sandwiches, Coffee & Tea, Bagels, Food, Restaurants, Breakfast & Brunch, Desserts"
209,scM6rLQqoz5dEIgwz_JFsg,WI,53719,1,"Indian, Restaurants"
210,wkzWdo1mBqbzR2KPoXtWZw,AZ,85301,1,"Sandwiches, Chicken Wings, Pizza, Restaurants"
211,JS9kiCf8YuHWbCnHQDSkrA,AZ,85258,0,"American (New), Restaurants"
212,FiG8PzWKRYehtPPcPtOStw,AZ,85308,0,"Restaurants, Mexican"
213,Q4AWWdBWe_ojYX1a4ffXFQ,NV,89109,0,"Restaurants, Mexican, Tacos"
214,oGYXSVs0ympLy0ur8Qnp7g,NV,89107,1,"Mexican, Restaurants"
215,yem1oUuZGl073Dlq_dMKIQ,AZ,85034,0,"Coffee & Tea, Breakfast & Brunch, Food, Restaurants"
216,ERM603jbIbNqX2c7Ww1Qiw,AZ,85028,1,"Food, Mexican, Restaurants"
217,sytLExNDyQuELMDguVUqhA,OH,44116,1,"Pizza, Italian, Restaurants, Chicken Wings"
218,mSWNf1muSy9wgGtMRgt7Fg,OH,44146,1,"Event Planning & Services, Wraps, Italian, Sandwiches, Bars, Caterers, Restaurants, Pizza, Nightlife, American (Traditional)"
219,usdef3dIb6VXGV8peev2_w,OH,44070,1,"Restaurants, American (New), Fast Food, Burgers"
220,WElec_bplWbp2aRcY-VJZA,AZ,85233,1,"Chinese, Restaurants"
221,VCncaRjqC6ZqUG7jAnODJQ,PA,15317,1,"Sandwiches, American (Traditional), Restaurants"
222,UT6L3b7Zll_nvRidijiDSA,NV,89109,1,"Restaurants, Pizza"
223,sS2IKdaUne_8QwiAl6iyfg,NC,28277,1,"Noodles, Soup, Restaurants, Asian Fusion, Malaysian"
224,wGzLjz2RrI1NHGQsdYy2Bg,OH,44067,1,"Burgers, Restaurants"
225,srHBs-NlG0upDlambkURbA,NC,28227,1,"Sandwiches, Restaurants, Delis, Fast Food"
226,F7mv0e3N2DgYY93cl8LpZw,NV,89115,1,"Burgers, Fast Food, Restaurants"
227,lWcUnuQ5Tck4TmVTP2gpIg,NV,89101,1,"Food, Restaurants, Bakeries"
228,J5JzAUd2wzyArZ-qHT0A4A,PA,15222,0,"Mediterranean, Restaurants, Seafood, Turkish, Greek, Middle Eastern, Lebanese"
229,wnxxb-Qpy5sYWCKIKto5Tg,NV,89145,1,"Restaurants, Buffets"
